tx	gene_id	SRR29279085	SRR29279086	SRR29279087	SRR29279088	SRR29279093	SRR29279094	SRR29279095	SRR29279096	SRR29279101	SRR29279102	SRR29279103	SRR29279104	SRR29279109	SRR29279110	SRR29279111	SRR29279112	SRR29279117	SRR29279118	SRR29279119	SRR29279120	SRR29279125	SRR29279126	SRR29279127	SRR29279128	SRR29279133	SRR29279134	SRR29279135	SRR29279136	SRR29279141	SRR29279142	SRR29279143	SRR29279144	SRR29279149	SRR29279150	SRR29279151	SRR29279152	SRR29279157	SRR29279158	SRR29279159	SRR29279160	SRR29279161	SRR29279162	SRR29279163	SRR29279164	SRR29279165	SRR29279166	SRR29279167	SRR29279168	SRR29279169	SRR29279170	SRR29279171	SRR29279172	SRR29279173	SRR29279174	SRR29279175	SRR29279176	SRR29279177	SRR29279178	SRR29279179	SRR29279180
C6_04120C_A-T	C6_04120C_A	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002	3002
C6_04130C_A-T	C6_04130C_A	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053	6053
C6_04140C_A-T	C6_04140C_A	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913	1913
C6_04150W_A-T	C6_04150W_A	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386
C6_04160C_A-T	C6_04160C_A	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288	2288
C6_04170C_A-T	C6_04170C_A	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630
C6_04180W_A-T	C6_04180W_A	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735	2735
C6_04190C_A-T	C6_04190C_A	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884	884
C6_04200C_A-T	C6_04200C_A	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322	5.322
C6_04210C_A-T	C6_04210C_A	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003
C6_04220C_A-T	C6_04220C_A	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027	1027
C6_04230W_A-T	C6_04230W_A	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358
C6_04240W_A-T	C6_04240W_A	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266
C6_04250W_A-T	C6_04250W_A	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386	20.386
C6_04260C_A-T	C6_04260C_A	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434	434
C6_04270W_A-T	C6_04270W_A	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801	5801
C6_04280W_A-T	C6_04280W_A	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449
C6_04290W_A-T	C6_04290W_A	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619	1619
C6_04300W_A-T	C6_04300W_A	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171	2171
C6_04310W_A-T	C6_04310W_A	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488	488
C6_04320C_A-T	C6_04320C_A	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004
C6_04330W_A-T	C6_04330W_A	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817
C6_04340W_A-T	C6_04340W_A	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310
C6_04350C_A-T	C6_04350C_A	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129	2129
C6_04360C_A-T	C6_04360C_A	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902
C6_04370W_A-T	C6_04370W_A	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390
C6_04380W_A-T	C6_04380W_A	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839	6839
C6_04400W_A-T	C6_04400W_A	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324
C6_04410C_A-T	C6_04410C_A	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821	821
C6_04420W_A-T	C6_04420W_A	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206
C6_04430W_A-T	C6_04430W_A	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902	902
C6_04440C_A-T	C6_04440C_A	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252	2252
C6_04450W_A-T	C6_04450W_A	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941	941
C6_04460W_A-T	C6_04460W_A	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124	3.124
C6_04470C_A-T	C6_04470C_A	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081
C6_04480C_A-T	C6_04480C_A	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452	452
C6_04490W_A-T	C6_04490W_A	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130
C6_04500C_A-T	C6_04500C_A	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028	4028
C6_04510C_A-T	C6_04510C_A	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202	1202
C6_04520W_A-T	C6_04520W_A	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017	3017
C6_04530C_A-T	C6_04530C_A	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594	2594
C6_04540C_A-T	C6_04540C_A	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899
C6_04550C_A-T	C6_04550C_A	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024
C6_04560W_A-T	C6_04560W_A	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740	740
C6_04570W_A-T	C6_04570W_A	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123	2123
C6_04580W_A-T	C6_04580W_A	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232	1232
C6_04590C_A-T	C6_04590C_A	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497
C6_04600W_A-T	C6_04600W_A	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992	992
C6_04610C_A-T	C6_04610C_A	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436	1436
C6_04620C_A-T	C6_04620C_A	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496	1496
C6_04650W_A-T	C6_04650W_A	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264	2264
C7_00010C_A-T	C7_00010C_A	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789	789
C7_00020C_A-T	C7_00020C_A	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545
C7_00030W_A-T	C7_00030W_A	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242
C7_00040C_A-T	C7_00040C_A	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425	425
C7_00050C_A-T	C7_00050C_A	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048
C7_00060C_A-T	C7_00060C_A	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419	419
C7_00070C_A-T	C7_00070C_A	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704	704
C7_00080C_A-T	C7_00080C_A	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598	1598
C7_00090C_A-T	C7_00090C_A	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807	2807
C7_00100W_A-T	C7_00100W_A	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529	1529
C7_00110W_A-T	C7_00110W_A	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371	371
C7_00120W_A-T	C7_00120W_A	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215
C7_00130W_A-T	C7_00130W_A	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794	794
C7_00140C_A-T	C7_00140C_A	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281
C7_00150W_A-T	C7_00150W_A	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443	443
C7_00160C_A-T	C7_00160C_A	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212
C7_00170W_A-T	C7_00170W_A	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054
C7_00180W_A-T	C7_00180W_A	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057
C7_00190W_A-T	C7_00190W_A	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725
C7_00200W_A-T	C7_00200W_A	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845
C7_00210C_A-T	C7_00210C_A	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117	2117
C7_00220W_A-T	C7_00220W_A	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818
C7_00230W_A-T	C7_00230W_A	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517
C7_00240W_A-T	C7_00240W_A	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395	395
